answers,cd,code,content
 ANSWERS:\( - 4\) | \(\frac{9}{2}\) | \(2\) | \(10\),H07,00-36a-4a3,"  Trong không gian \(Oxyz\), cho hai điểm \(A\left( {10;6; - 2} \right)\), \(B\left( {5;10; - 9} \right)\) và mặt phẳng  \(\left( \alpha \right):2x + 2y + z - 12 = 0\). Điểm \(M\) di động trên \(\left( \alpha \right)\) sao cho \(MA\), \(MB\) luôn tạo với \(\left( \alpha \right)\) các góc bằng nhau. Biết rằng \(M\) luôn thuộc một đường tròn \(\left( \omega \right)\) cố định. Hoành độ của tâm đường tròn \(\left( \omega \right)\) bằng"
 ANSWERS: \(k = \frac{1}{3}\)  |  \(k = \frac{1}{2}\)  |  \(k = \frac{1}{4}\)  |  \(k = \frac{2}{3}\) ,H03,02-21b-2002a16,"  Cho hình chóp  \(S.ABCD\) có đáy ABCD là hình bình hành. M,N,P lần lượt là trung điểm của AD, AB và SC. Gọi Q là giao điểm của SB và mặt phẳng \(\left( {MNP} \right)\) .  Tính tỉ số  \(k = \frac{{QB}}{{QS}}\) "
" ANSWERS: \(35,{26^o}\)  |  \({45^o}\)  |  \(54,{74^o}\)  |  \(12,{5^o}\) ",H03,00-17b-3a7,"  Cho hình chóp S.ABCD. SA  \( \bot \)  đáy. \(SA = a\) . Đáy là hình chữ nhật  \(AB = 2a,AD = a\) . Góc giữa SC và AB bằng?"
 ANSWERS: Tam giác |  Tứ giác |  Ngũ giác |  Lục giác,H01,01-11a-3a1,  Cho hình hộp  \(ABCD.A'B'C'D'\) như hình vẽ.Thiết diện của mặt phẳng   \(\left( {A'MN} \right)\) tô đậm với hình hộp là hình gi?
 ANSWERS:1 mặt phẳng | 2 mặt phẳng | 3 mặt phẳng | Vô số mặt phẳng | Đáp án khác...,H07,H07-04a-20e,"Cho 4 điể m A(0;0; 1), B(-2; 3; 0), C(4; 0; 0 ) , D(2; 2; 1 ). Hỏi lập được bao nhiêu mặt phẳng (P) chứa 2 điểm A,B sao cho mặt phẳng (P) cách đều 2 điểm C, D ?"
 ANSWERS:-1 | 0 | 1 | 2 | Đáp án khác...,H07,H07-01a-2b," Cho \(\overrightarrow a \left( {1;2;3} \right),\overrightarrow b \left( {2; - 3;1} \right)\)  . Tính \(\overrightarrow a .\overrightarrow b \)  "
 ANSWERS: \({V_{S.ABC}} = 8{a^3}\)  |  \({V_{S.ABC}} = 12{a^3}\)  |  \({V_{S.ABC}} = 4{a^3}\)  |  \({V_{S.ABC}} = 2{a^3}\) ,H05,00-22b-3a9,"  Cho S.ABC có  \(SA \bot \left( {ABC} \right)\) .  \(AB = 3{\text{a}}\) ,  \(BC = 5{\text{a}}\) , \(AC = 4{\text{a}}\) . Khoảng cách từ A đến  \(\left( {SBC} \right)\)  bằng  \(a\sqrt {\frac{{72}}{{17}}} \) . Tính thể tích hình chóp S.ABCD "
 ANSWERS:5880 | 2942 | 7440 | 3204,D02,01-18a-5a2," Có bao nhiêu số tự nhiên có 7 chữ số khác nhau từng đôi một, trong đó chữ số 2 đứng liền giữa hai chữ số 1 và 3?"
" ANSWERS:\(A\left( {0;1} \right),B\left( { - 1;0} \right)\) | \(A\left( {0;1} \right)\) | \(A\left( { - 1;0} \right)\) |  Không có giao điểm.",D07,01-50a-1a6,  Cho hàm số \(\left( C \right)y = {x^3} + 2{x^2} + 2x + 1\). Tìm tất cả giao điểm của đồ thị hàm số (C) với đường thẳng \(\left( d \right)y = x + 1\)
 ANSWERS: \(y = x + 1\)  hoặc \(y = - x + 2\)   |  \(y = 3x + 1\)  hoặc \(y = - 3x - 8\)   |  \(y = - 2x + 1\)  hoặc \(y = 2x - 5\)   |  \(y = - x + 1\)  hoặc \(y = x + 6\)  ,D06,00-10b-2a8, Cho \(y = {x^2} + 3x + 1\)  (C). Phương trình tiếp tuyến của (C) tại điểm có tung độ bằng 1
 ANSWERS: \(I = 2.\)  |  \(I = 6.\)  |  \(I = 4.\)  |  \(I = 10.\) ,D09,10-45a-2001a6,"  Cho hàm số  \(f\left( x \right)\)  liên tục trên  \(\mathbb{R}\)  và   \(\int\limits_1^9 {\frac{{f\left( {\sqrt x } \right)}}{{\sqrt x }}{\text{d}}x = 4} ,{\text{ }}\int\limits_0^{\frac{\pi }{2}} {f\left( {\sin x} \right)\cos x{\text{d}}x = 2} .\)  Tính tích phân  \(I = \frac{1}{2}\int\limits_0^3 {f\left( x \right){\text{d}}x} .\) "
" ANSWERS: \( - 2 < m < - 1\)  |  \(m < - 2\)  |  \(m > - 1\)  |  \(\left[ \begin{gathered} m > - 1 \hfill \\m < - 2 \hfill \\
\end{gathered} \right.\) ",D01,02-14a-1a7,  Tìm m để phương trình  \({\cos ^2}x = {m^2} + 3m + 3\)  vô nghiệm (m là tham số ) ?
 ANSWERS:12 | 8 | 6 | 4,H07,01-52a-3a6,"  Một hình trụ có diện tích xung quanh bằng  \(4\pi \) , diện tích thiết diện qua trục là hình vuông bằng:"
 ANSWERS:\(\pi {a^2}\) | \(2\pi {a^2}\) | \(3\pi {a^2}\) | \(4\pi {a^2}\),H06,00-42a-1a37,"  Một hình nón có bán kính đáy \(r = a\), chiều cao \(h = a\sqrt 3 .\) Diện tích xung quanh của hình nón được tính theo \(a\) là"
" ANSWERS: Hàm số đồng biến trên  \(\left( { - \infty ;
- 4} \right)\)  và  \(\left( { - 1;1} \right)\) , nghịch biến trên 
 \(\left( { - 4;
- 1} \right)\)  và  \(\left( {1;
+ \infty } \right)\)  |  Hàm số đồng biến trên  \(\left( { - 4;
- 1} \right)\)  và  \(\left( { - 1;1} \right)\) , nghịch biến trên 
 \(\left( { - \infty ;
- 4} \right)\)  và  \(\left( {1;
+ \infty } \right)\)  |  Hàm số đồng biến trên  \(\left( { - \infty ;
- 4} \right)\)  và 
 \(\left( { - 4;
- 1} \right)\) , nghịch biến trên  \(\left( { - 1;1} \right)\)  và 
 \(\left( {1;
+ \infty } \right)\)  |  Hàm số đồng biến trên  \(\left( { - 1;1} \right)\)  và 
 \(\left( {1;
+ \infty } \right)\) , nghịch biến trên  \(\left( { - \infty ;
- 4} \right)\)  và 
 \(\left( { - 4;
- 1} \right)\) ",D07,00-17a-3a16,  Xét tính đơn điệu của hàm số:  \(y = 16x + 2{x^2} - \frac{{16}}{3}{x^3} - {x^4}\) 
" ANSWERS: \(\left\{ \begin{gathered} x = - 5 + t \hfill \\ y = 6 + t \hfill \\ z = 2 \hfill \\ 
\end{gathered} \right.\)   |  \(\left\{ \begin{gathered} x = - 5 - 2t \hfill \\ y = 6 + t \hfill \\ z = 2 \hfill \\ 
\end{gathered} \right.\)   |  \(\left\{ \begin{gathered} x = - 5 \hfill \\ y = 6 + t \hfill \\ z = 2t \hfill \\ 
\end{gathered} \right.\)   |  \(\left\{ \begin{gathered} x = - 5 \hfill \\ y = 6 + t \hfill \\ z = 2 \hfill \\ 
\end{gathered} \right.\)  ",H07,H07-05a-0a10, Lập phương trình đường thẳng d đi qua \(M\left( { - 5;6;2} \right)\)  và song song với trục Oy
 ANSWERS:9 | 10 | 11 | 12,D02,02-20a-2a8,  Một chi đoàn có 3 đoàn viên nữ và một số đoàn viên nam. Cần lập một đội thanh niên tình nguyện (TNTN) gồm 4 người. Biết xác suất để trong 4 người được chọn có 3 nữ bằng  \(\frac{2}{5}\)  lần xác suất 4 người được chọn toàn nam. Hỏi chi đoàn đó có bao nhiêu đoàn viên
 ANSWERS: Ngũ giác |  Tứ giác |  Lục giác |  Tam giác,H01,H01-08-2003a12,"  Cho lăng trụ ABC.A’B’C’. Gọi O là trung điểm của AB, E là điểm thuộc BC sao cho  \(EC = \frac{1}{3}BC\) .Thiết diện của mặt phẳng   \(\left( {A'OE} \right)\)  với lăng trụ là hình gì ?"
 ANSWERS:210 | 105 | 195 | 90,D02,01-10a-2a6, Một đa giác lồi 15 cạnh có bao nhiêu đường chéo?
 ANSWERS:2 | 3 | 1 | 0,D08,00-28a-2a10,  Phương trình \({3^{4x + 8}} - {4.3^{2x + 5}} + 27 = 0\) có mấy nghiệm
 ANSWERS: \( - 3{x^2}\)  | -3 | 3 |  \(3{x^2}\) ,D03,01-19a-1a9,  Tìm hệ số của số hạng chứa \({x^2}\)  trong khai triển   \({\left( {x - 1} \right)^3}\) 
" ANSWERS: Hàm số liên tục trên  \(\left[ {1;
+ \infty } \right)\)  |  Hàm số gián đoạn tại  \(x = 1\)  |  Hàm số liên tục trên  \(\left( {1;
+ \infty } \right)\)  và gián đoạn tại  \(x = 1\)  |  Hàm số liên tục trên  \(\left( {1;
+ \infty } \right)\) ",D05,D05-02-2a10," (10)Cho  \(f\left( x \right) = \left\{ \begin{gathered}  \frac{{\sqrt {1 + x} }}{x}\,\,\,\,\,\,\,x \ne 0 \hfill \\ \frac{1}{6}\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,x = 0 \hfill \\ \end{gathered} \right.\) .Tìm khẳng định đúng?"
 ANSWERS: \(I \in \left( {SBD} \right)\)  |  \(I \in \left( {GBC} \right)\)  |  \(I \in \left( {BHC} \right)\)  |  \(I \in \left( {SBC} \right)\) ,H01,01-05a-2a7," Cho hình chóp  \(S.ABCD\) .Gọi E,G nằm trên CD và SA.  \(BE \cap AD = \left\{ F \right\},\)  \(GF \cap SD = \left\{ H \right\},AC \cap BE = \left\{ O \right\},SO \cap GC = \left\{ I \right\}\) . Khẳng định nào sau đây đúng?"
 ANSWERS:1 | 2 | 3 | 4,D08,10-25a-2001a12,"  Số các giá trị nguyên của x thỏa mãn \({\log _{0,4}}\left( {x - 4} \right) + 1 > 0\)"
 ANSWERS: \(\frac{{17{a^3}}}{{\sqrt 3 }}\)  |  \(\frac{{17{a^3}\sqrt 3 }}{5}\)  |  \(\frac{{17{a^3}}}{3}\)  |  \(\frac{{17{a^3}}}{{\sqrt 5 }}\) ,H07,01-53a-3a10,"  Cho hình nón đỉnh S, tâm đáy O và chiều cao  \(h = a\sqrt 3 \) . Một thiết diện qua S cắt đáy theo dây cung AB và tạo với đáy một góc  \(60^\circ \) . Cho biết thiết diện có diện tích  \(8{a^2}\) . Tính thể tích khối nón."
" ANSWERS: \(\Delta \left\{ \begin{gathered} x = 1 + 8t \hfill \\y = - 3t \hfill \\z = 2 + 5t \hfill \\
\end{gathered} \right.\)  |  \(\Delta \left\{ \begin{gathered} x = 1 + t \hfill \\y = 0 \hfill \\z = 3 + t \hfill \\
\end{gathered} \right.\)  |  \(\Delta \left\{ \begin{gathered} x = 1 + t \hfill \\y = - 3t \hfill \\z = 2 + t \hfill \\
\end{gathered} \right.\)  |  Không tồn tại đường thẳng \(\Delta \) .",H07,H07-06c-a14," (14) Cho  \(\left( P \right)x + y - z + 1 = 0\) và   \(\left( {{d_1}} \right)\frac{{x - 1}}{1} = \frac{y}{1} = \frac{{z - 2}}{{ - 2}}\) ,  \(\left( {{d_2}} \right)\frac{{x - 3}}{{ - 1}} = \frac{{y - 1}}{1} = \frac{{z - 1}}{{ - 2}}\) . Đâu là phương trình đường thẳng \(\left( \Delta \right)\)  nằm trên \(\left( P \right)\) , cắt \(\left( {{d_1}} \right)\)  sao cho  \(\left( \Delta \right)\)  hợp với  \(\left( {{d_2}} \right)\)  một góc  \({30^o}\) ."
 ANSWERS: \(\frac{1}{7}\)  |  \(\frac{2}{7}\)  |  \(\frac{1}{{28}}\)  |  \(\frac{1}{{14}}\) ,D02,00-24b-3a2,"  Cho bát giác đều nội tiếp trong 1 đường tròn.Chọn ngẫu nhiên 2 đỉnh,tìm xác suất để 2 đỉnh đó nối thành 1 đường chéo có độ dài bé nhất."
 ANSWERS:6 | 2 | 9 | 8,H06,01-63a-3a6, 1 tứ diện đều có thể tích là V. Hỏi để thể tích của khối tứ diện tăng lên thành 729 V thì phải tăng độ dài của các cạnh của khối tứ diện đều ban đầu lên gấp bao nhiêu lần ?
 ANSWERS:60 | 15 | 12 | 45,D02,02-05a-1a6,"  Bạn Quang đến cửa hàng quần áo để mua quà tặng mẹ. Trong cửa hàng có 3 hàng: quần, áo, váy, trong đó có 5 loại quần, 4 loại áo và 3 loại váy. Hỏi có bao nhiêu cách chọn 1 món quà nếu bạn  Hoa mua hẳn 1 quần, 1 áo và 1 váy để tặng mẹ"
 ANSWERS:2 | 1 | 3 | 4,H04,02-22b-2002a2,Cho tam giác ABC có M là trung điểm của BC. G là trọng tâm tam giác ABC. Xét các khẳng định sau: <br />(I) : \(\overrightarrow {MB} + \overrightarrow {MC} = 0\)  <br />(II) :  \(\overrightarrow {AB} + \overrightarrow {AC} = 2\overrightarrow {MA} \)  <br />(III) :   \(\overrightarrow {GA} + \overrightarrow {GB} + \overrightarrow {GC} = \overrightarrow 0 \) <br /> (IV) : \(\overrightarrow {AG} = \frac{2}{3}\overrightarrow {AM} \)  <br />Số khẳng định đúng là :
 ANSWERS: Bạn An làm đúng |  BÆ°á»›c 1 sai |  BÆ°á»›c 2 sai |  BÆ°á»›c 3 sai,H01,02-02a-2a11,"Cho hình chóp  \(S.ABCD\) có E,F lần lượt nằm trên AB,SD. Để xác định giao điểm của EF và \(\left( {SAC} \right)\) , bạn An làm như sau: <br />Bước 1: Trong mặt phẳng  \(\left( {ABCD} \right)\)  có:  \(AC \cap BD = \left\{ O \right\}\)   <br />Bước 2: Trong mặt phẳng  \(\left( {SBD} \right)\)  có:   \(EF \cap SO = \left\{ K \right\}\)   <br />Bước 3: Ta có:   \(\left. \begin{gathered} K \in SO \subset \left( {SAC} \right) \hfill \\K \in EF \hfill \\\end{gathered} \right\}\,\, \Rightarrow \,\,EF \cap \left( {SAC} \right) = \left\{ K \right\}\)  <br /> Vậy K là giao điểm của  \(\left( {SAC} \right)\)  và EF <br />Bạn An làm đúng hay sai? Nếu sai thì sai ở bước nào?"
 ANSWERS: \(x = - \frac{\pi }{2} + k2\pi (k \in \mathbb{Z})\)  |  \(x = - \frac{\pi }{2} + k\pi (k \in \mathbb{Z})\)  |  \(x = \frac{\pi }{2} + k2\pi (k \in \mathbb{Z})\)  |  \(x = k2\pi (k \in \mathbb{Z})\) ,D01,02-02a-1a10,  Giải phương trình:   \({\sin ^2}x - 2\sin \frac{x}{2}\cos \frac{x}{2} - 2 = 0\) 
 ANSWERS:4 | 8 |  \(\frac{{52}}{7}\)  |  Không tồn tại điểm M,H07,H07-06b-1a11," (11) Cho điểm  \(N\left( {1;1;1} \right)\) , vecto   \(\overrightarrow u \left( {1; - 2;0} \right)\)  và đường thẳng  \(d:\frac{{x - 2}}{1} = \frac{{y + 1}}{2} = \frac{{z - 1}}{1}\) . Điểm  \(M \in d\)  sao cho   \(\cos \widehat {\left( {\overrightarrow {NM} ,\,\overrightarrow u } \right)} = - \frac{1}{{\sqrt {85} }}\) .Tính tổng các giá trị của  \({x_M}\)  của các điểm M thỏa mãn yêu cầu bài toán"
" ANSWERS:\(m \in \left( {\frac{3}{2};
+ \infty } \right)\)  | \(m \in \left( {\frac{3}{2};2} \right)\)  | \(m \in \left( { - 1;1} \right)\)  | \(m \in \left[ {0;2} \right]\) ",D07,D07-04b-0a12, Cho hàm số \(y = \frac{{mx - 3}}{{x - 2}}\) . Tìm m để hàm số nghịch biến trên \(\left[ {3;4} \right)\) 
 ANSWERS: \(m \geqslant - \frac{{17}}{{18}}\)  |  \(m \geqslant - \frac{{26}}{{27}}\)  |  \(m \leqslant - \frac{{17}}{{18}}\)  |  \(m \leqslant - \frac{{26}}{{27}}\) ,D07,00-03a-1a10,  Cho  \(y = \left( {m + 1} \right){x^4} - {x^2} - 1\) . Tìm m để hàm số nghịch biến trên  \(\left( { - \infty ; - 3} \right)\) 
" ANSWERS:\(a = 3,b = 2.\) | \(a = 3,b = 2\sqrt 2 .\) | \(a = 3,b = \sqrt 2 .\) | \(a = 3,b = - 2\sqrt 2 .\)",D10,00-001z-0a4," Kí hiệu \(a,b\) lần lượt là phần thực và phần ảo của số phức \(3 - 2\sqrt 2 i\). Tìm \(a,b.\)"
" ANSWERS: \(\left( {0;\frac{1}{3}} \right]\)  |  \(\left( {0;\frac{1}{3}} \right)\)  |  \(\left( { - \infty ;\frac{1}{3}} \right]\)  |  \(\left( { - \infty ;\frac{1}{3}} \right] \cup \left( {0;
+ \infty } \right)\) ",D08,10-24a-2001a12, Tập nghiệm của bất phương trình   \({\left( {\frac{2}{{\sqrt 5 }}} \right)^{\frac{1}{x}}} \leqslant {\left( {\frac{2}{{\sqrt 5 }}} \right)^3}\)  là:
 ANSWERS: Tam giác |  Tứ giác |  Ngũ giác |  Lục giác,H03,12-16b-2002a10,"  Cho hình chóp  \(S.ABCD\) .Đáy là hình thang   \(\left( {AB\parallel CD} \right)\) .SA vuông góc với CD.M thuộc AD,. mặt phẳng  \(\left( P \right)\) đi qua M và  \(\parallel \)  với SA,CD. Dựng  \(\left( P \right)\) . Thiết diện của hình chóp cắt bởi  \(\left( P \right)\) là hình gì ? "
 ANSWERS: \(m = 0\)  |  \(m = - 2\)  |  \(m = 2\)  |  \(m = - 1\) ,D07,00-11a-1a9,"  Cho hàm số :  \(y = \frac{1}{3}{x^3} - \frac{1}{2}(m + 2){x^2} + (m + 1)x + 10\) . Tìm m để hàm số có 2 cực trị sao cho  \({x_1},{x_2}\) là độ dài 2 cạnh của hình chữ nhật có chu vi bằng 8"
 ANSWERS:\(V = \frac{{\sqrt 3 {a^3}}}{8}\)  | \(V = \frac{{\sqrt 3 {a^3}}}{6}\)  | \(V = \frac{{\sqrt 3 {a^3}}}{{12}}\)  | \(V = \frac{{\sqrt 3 {a^3}}}{4}\) ,H06,00-01z-1a42," Cho hình trụ có các đáy là 2 hình tròn tâm O và O’, bán kính đáy bằng chiều cao và bằng \(a\) . Trên đường tròn đáy tâm O lấy điểm A, trên đường tròn đáy tâm O’ lấy điểm B sao cho AB = 2a. Thể tích khối tứ diện OO’AB theo a là"
 ANSWERS: \(36{x^5} - 4x + \frac{3}{{2\sqrt x }}\)  |  \(36{x^5} + 4x + \frac{3}{{2\sqrt x }}\)  |  \(36{x^5} - 4x - \frac{3}{{2\sqrt x }}\)  |  \(36{x^5} + 4x - \frac{3}{{2\sqrt x }}\) ,D06,02-27a-7a2,  Đạo hàm của hàm số  \(y = 6{x^6} - 2{x^2} + 3\sqrt x \)   \(\left( {x > 0} \right)\) 
 ANSWERS: \(\frac{{80}}{3}\)  | \(\frac{1}{{243}}\) | \(\frac{{10}}{{81}}\) |  \(\frac{{40}}{{27}}\) ,D03,01-57a-2a7,  Tìm hệ số nhỏ nhất của khai triển   \(A = {\left( {2x + \frac{1}{{3x}}} \right)^5}\) ?
 ANSWERS:\( - 19\) | \( - 12\) | \(10\) | \(12\),D05,02-30a-6a3,"  Nếu hàm số  \(f\left( x \right) = \left\{ {\begin{array}{*{20}{c}}  {{x^2} + ax + b\,\,\,\,\,\,\,x < 5} \\ {x + 17\,\,\,\,\,\,\,5 \leqslant x \leqslant 10} \\  {ax + b + 10\,\,\,\,\,\,\,x > 10}  \end{array}} \right.\) liên tục trên R thì \(a + b\) bằng"
 ANSWERS:\(\frac{5}{6}.\) | \(\frac{1}{6}.\) | \(\frac{2}{3}.\) | \(\frac{1}{2}.\),D02,02-23a-2a8,  Có \(3\) bì thư giống nhau lần lượt được đánh số thứ tự từ \(1\) đến \(3\) và \(3\) con tem giống nhau lần lượt đánh số thứ tự từ \(1\) đến \(3\). Dán \(3\) con tem đó vào \(3\) bì thư sao cho không có bì thư nào không có tem. Tính xác suất để lấy ra được \(2\) bì thư trong \(3\) bì thư trên sao cho mỗi bì thư đều có số thứ tự giống với số thứ tự con tem đã dán vào nó.
 ANSWERS: \(y = 2\cos \left( {x + \frac{\pi }{4}} \right)\)  |  \(y = 2\cos \left( {x - \frac{\pi }{4}} \right)\)  |  \(y = 2\cos \left( {x + \frac{\pi }{2}} \right)\)  |  \(y = 2\cos \left( {x - \frac{\pi }{2}} \right)\) ,D01,01-19a-3a20, Đồ thị dưới đây là của hàm số nào?
 ANSWERS:1 |  \(2\sqrt 3 \)  |  \(\frac{{\sqrt 3 }}{2}\)  |  \(\sqrt 3 \) ,D10,01-71a-1a13," Cho hai số phức  \({z_1},\,\,{z_2}\)  thỏa mãn   \(\left| {{z_1}} \right| = \left| {{z_2}} \right| = \left| {{z_1} - {z_2}} \right| = 1\) . Tính  \(\left| {{z_1} + {z_2}} \right|\) ."
 ANSWERS: \({17^o}32'\)   |  \({22^o}34'\)   |  \({18^o}26'\)   |  \({16^o}12'\)  ,H03,00-07b-2a5," Cho hình chóp S.ABC, SA ⊥ (ABC).∆ABC vuông ở B.từ A kẻ AH vuông góc với SB. SA = AB = a, BC = 2a. Tính \(\widehat {ACH}\)  "
 ANSWERS: \(\frac{{{{2016}^2}}}{{2017.2}}\)  |  \(\frac{{{{2017}^2}}}{{2016.2}}\)  | 1008 | 1007,D07,00-11a-4a5,  Cho hàm số  \(f\left( x \right) = \frac{{{4^x}}}{{{4^x} + 2}}\) . Tính tổng:  \(S = f\left( {\frac{1}{{2017}}} \right) + f\left( {\frac{2}{{2017}}} \right) + f\left( {\frac{3}{{2017}}} \right) + ... + f\left( {\frac{{2015}}{{2017}}} \right) + f\left( {\frac{{2016}}{{2017}}} \right)\) 
 ANSWERS:1 đường thẳng | 2 đường thẳng | 3 đường thẳng |  Vô số đường thẳng,H07,H07-05a-0a4," Cho mặt phẳng \(\left( Q \right)x + y = - 1\)  , điểm  \(A\left( {1;2;3} \right),B\left( {0;1;3} \right)\)  . Đường thẳng d đi qua A sao cho d vuông góc với AB và d song song với \(\left( Q \right)\)  . Hỏi lập được bao nhiêu phương trình đường thẳng d ?"
 ANSWERS: \(\frac{{5\sqrt 3 {a^3}}}{{24}}\)   |  \(\frac{{5\sqrt 3 {a^3}}}{6}\)   |  \(\frac{{5\sqrt 3 {a^3}}}{8}\)   |  \(\frac{{\sqrt 3 {a^3}}}{8}\)  ,H03,00-05z-0a36, Cho hình lăng trụ ABC. A’B’C’ có đáy là tam giác đều cạnh a. Hình chiếu của A’ trên mặt phẳng (ABC) là trung điểm H của cạnh BC. \(AA' = a\sqrt 7 \)  . Tính thể tích V của khối lăng trụ đã cho.
 ANSWERS: \(x = \frac{{7\pi }}{6} + k2\pi \left( {k \in Z} \right)\)  |  \(x = - \frac{\pi }{6} + k2\pi \left( {k \in Z} \right)\)  |  \(x = \frac{\pi }{6} + k2\pi (k \in \mathbb{Z})\)  |  \(x = \frac{\pi }{6} + k\pi \left( {k \in Z} \right)\) ,D01,02-01a-1a22,  Giải phương trình:   \(\tan x.\cot x + \cos \left( {x - \frac{\pi }{6}} \right) = 2\) 
 ANSWERS:\(T = 9\) | \(T = 0\) | \(T = 3\) | \(T = 6\),D10,10-52a-2001a23,"  Kí hiệu  \({z_1},{\text{ }}{z_2}\)  là hai nghiệm phức của phương trình \({z^2} + 9 = 0\). Gọi \(M,{\text{ }}N\) lần lượt là điểm biểu diển của   \({z_1},{\text{ }}{z_2}\)  trên mặt phẳng tọa độ. Tính \(T = OM + ON\) với \(O\) là gốc tọa độ."
 ANSWERS: \(\int {\left( {x + 4} \right)dx = {x^2} + 4x + c} \)  |  \(\int {\left( {x + 4} \right)dx = \frac{{{x^2}}}{2} + 4x + c} \)  |  \(\int {\left( {2 + x} \right)dx = \frac{{{x^2}}}{2} + 2x + c} \)  |  \(\int {\left( {{x^2} + x + 1} \right)dx = \frac{{{x^3}}}{3} + \frac{{{x^2}}}{2} + x + c} \) ,D09,10-40a-2001a13, Khẳng định nào sau đây là SAI:
" ANSWERS:I và II đúng, còn III và IV sai. | I, II và III đúng, còn IV sai. | I, II và IV đúng, còn III sai | I, II, III và IV đúng.",D07,01-39a-4a1,"Cho hàm số \(f\) có đạo hàm trên khoảng \(I\). Xét các mệnh đề sau: <br />(I). Nếu \(f'\left( x \right) \geqslant 0\),\(\forall x \in I\) (dấu bằng chỉ xảy ra tại một số hữu hạn điểm trên \(I\)) thì hàm số đồng biến trên \(I\). <br />(II).  Nếu \(f'\left( x \right) \leqslant 0\),\(\forall x \in I\) (dấu bằng chỉ xảy ra tại một số hữu hạn điểm trên \(I\)) thì hàm số nghịch biến trên \(I\). <br />(III).  Nếu \(f'\left( x \right) \leqslant 0\),\(\forall x \in I\) thì hàm số nghịch biến trên khoảng \(I\). <br />(IV). Nếu \(f'\left( x \right) \leqslant 0\),\(\forall x \in I\)và \(f'\left( x \right) = 0\) tại vô số điểm trên \(I\) thì hàm số \(f\) không thể nghịch biến trên khoảng \(I\). <br />Trong các mệnh đề trên. Mệnh đề nào ĐÚNG, mệnh đề nào SAI?"
 ANSWERS:1 | 2 | 3 | 4,H03,02-08a-4a7,"  Cho hình lập phương  \(ABCD.A'B'C'D'\) .AC giao BD tại O.  \(M,N\)  lần lượt là trung điểm  \(A'B'\) , BC Cho các khẳng định sau: (1)  \(ONMA'\)  là hình bình hành (2)  \(D,O,M,N\)  đồng phẳng (3)   \(MN\parallel BC'\)  (4)  \(A'O\parallel MN\)  Số khẳng định SAI là"
 ANSWERS: \(T = \left[ { - 1;3} \right]\)  |  \({\text{T = [ - 3;4]}}\)  |  \({\text{T = R}}\)  |  \({\text{T = [ - 3;3]}}\) ,D01,02-14a-1a10,  Tìm tập giá trị T của hàm số \(y = 1 - 2\sin 2x\) 
 ANSWERS: \(AB \bot \left( {SAD} \right)\)   |  \(CD \bot \left( {OKI} \right)\)   |  \(BD \bot \left( {AKC} \right)\)   |  \(OK \bot \left( {SBC} \right)\)   | Đáp án khác...,H03,H03-01a-15a," Cho hình chóp đều S.ABCD.O là tâm đáy.Từ O kẻ OI vuông góc với BC,Kẻ OK vuông góc với SI. Tìm khẳng định ĐÚNG trong các khẳng định sau:"
 ANSWERS:1 mặt phẳng | 2 mặt phẳng | 3 mặt phẳng |  Vô số mặt phẳng,H07,H07-05b-0a11," Cho đường thẳng (d) \(\left\{ \begin{gathered} x = 1 \hfill \\ y = 2 + t \hfill \\ z = 3 - t \hfill \\ \end{gathered} \right.\)  và 2 điểm A(1;–1;2), B(2;3;1). Hỏi lập được bao nhiêu mặt phẳng (P) chứa d sao cho mặt phẳng (P) cách đều 2 điểm A,B"
 ANSWERS: \(m \geqslant - 1\)  |  \(m = - 3\)  |  \(m = - 1\)  |  \(m \leqslant - 3\) ,D07,00-26b-1a2,"  Cho hàm số \(y = \frac{{x + 3}}{{x - 1}}\,\,\left( C \right)\)  Tìm m để phương trình sau có 1 nghiệm duy nhất   \(m = \frac{{\left| x \right| + 3}}{{\left| x \right| - 1}}\) "
 ANSWERS: \(2017!\)   |  \(2018! - 1\)   |  \(2018!\)   |  \(2017! - 1\)  ,D04,00-12b-4a9, Tính tổng \(S = 1.1! + 2.2! + ..... + 2017.2017!\)  
 ANSWERS: DN |  SM |  SN |  MN,H01,01-08a-2a1," Trong mặt phẳng\((\alpha )\), cho tứ giác ABCD có AB cắt CD tại E, AC cắt BD tại F, S là điểm không thuộc \((\alpha )\). Gọi M, N lần lượt là giao điểm của EF với AD và BC. Giao tuyến của   \(\left( {{\text{SEF}}} \right)\)  với  \(\left( {SAD} \right)\) là:"
