cd,text_encoded,answers_encoded
D02,"tu cac so tu 0 den 0 hoi co bao nhieu so co 0 chu so doi 0 khac nhau sao cho cac so chan khong dung canh nhau, cac so le khong dung canh nhau answers:0 0 | 0 | 0 | 0",answers:0 0 | 0 | 0 | 0
H03,tim menh de dung trong cac menh de sau: answers: hai duong thang phan biet cung nam trong mot mat phang thi khong cheo nhau . | hai duong thang phan biet khong cat nhau thi cheo nhau | hai duong thang phan biet khong song song thi cheo nhau . | hai duong thang phan biet lan luot thuoc hai mat phang khac nhau thi cheo nhau .,answers: hai duong thang phan biet cung nam trong mot mat phang thi khong cheo nhau . | hai duong thang phan biet khong cat nhau thi cheo nhau | hai duong thang phan biet khong song song thi cheo nhau . | hai duong thang phan biet lan luot thuoc hai mat phang khac nhau thi cheo nhau .
D07,hinh ve ben la do thi cua mot trong bon ham so nao sau day ?. answers: y = + x^0 + x^0 + x + 0 | y = x^0 + x^0 + x + 0 | y = + x^0 + x^0 + 0x + 0 | y = x^0 + x^0 + x + 0,answers: y = + x^0 + x^0 + x + 0 | y = x^0 + x^0 + x + 0 | y = + x^0 + x^0 + 0x + 0 | y = x^0 + x^0 + x + 0
D02,"co 0 ung cu vien xin viec, trong do co 0 ung cu vien co don xin viec duoc xep loai a. giam doc can chon ra 0 ung cu vien. xac suat cua su kien trong 0 ung cu vien duoc chon co dung 0 ung cu vien co don xin viec xep loai a la answers: frac 0 0 | frac 0 0 | frac 0 0 | 0",answers: frac 0 0 | frac 0 0 | frac 0 0 | 0
H07,"cho overrightarrow a left + 0;0;0 right , overrightarrow b left 0;0;0 right , overrightarrow c left 0;0;0 right . trong cac menh de sau menh de nao sai answers: left| overrightarrow a right| = sqrt 0 | left| overrightarrow b right| = sqrt 0 | overrightarrow a bot overrightarrow b | overrightarrow b bot overrightarrow c | dap an khac...",answers: left| overrightarrow a right| = sqrt 0 | left| overrightarrow b right| = sqrt 0 | overrightarrow a bot overrightarrow b | overrightarrow b bot overrightarrow c | dap an khac...
H03,"cho hinh chop s.abcd.day la hinh thang vuong o a va d, ab//cd day lon la ab.sa ? day.ke ak vuong goc voi sd. tim khang dinh dung trong cac khang dinh sau: answers: ak bot left sdc right | bc bot left sac right | ac bot left sbd right | sd bot left akc right | dap an khac...",answers: ak bot left sdc right | bc bot left sac right | ac bot left sbd right | sd bot left akc right | dap an khac...
H03,cho tu dien deu abcd canh a. bh bot cd . tinh overrightarrow ha . overrightarrow hc answers: frac sqrt 0 0 a^0 | 0 | frac sqrt 0 0 a^0 | frac 0 0 a^0,answers: frac sqrt 0 0 a^0 | 0 | frac sqrt 0 0 a^0 | frac 0 0 a^0
D06,"cho f left x right = left begin gathered frac 0 x , , , , , , , , , , , , , , , , ,x geqslant 0 hfill frac x + 0 x + 0 , , , , , , , , ,x < 0 hfill end gathered right. . tinh dao ham bang dinh nghia cua ham so tai x = 0 answers:0 | + frac 0 0 | khong ton tai | 0",answers:0 | + frac 0 0 | khong ton tai | 0
H06,"mot mat phang left alpha right di qua hai duong sinh cua hinh non, cat mat day hinh non theo mot day cung co do dai gap k lan duong cao hinh non. goi goc giua mat phang left alpha right va mat day hinh non la goc varphi . neu varphi bang nua goc tao boi hai duong sinh cua hinh non nam tren mat phang left alpha right thi cos varphi bang bao nhieu? answers: cos varphi = frac 0 0k | cos varphi = frac 0 0k | cos varphi = frac 0 0k | cos varphi = frac 0 k",answers: cos varphi = frac 0 0k | cos varphi = frac 0 0k | cos varphi = frac 0 0k | cos varphi = frac 0 k
H01,vi tri tuong doi cua 0 duong thang trong khong gian co bao nhieu truong hop ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D02,mot lop co 0 nam va 0 nu. hoi co bao nhieu cach lay ra 0 em trong do co it nhat 0 nu answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H07,cho phuong trinh x^0 + y^0 + z^0 + 0x + 0my + 0z + 0 = 0 * . tim m de phuong trinh * la 0 diem answers: m = pm 0 | khong ton tai gia tri m thoa man | m = pm 0 | m in text r | dap an khac...,answers: m = pm 0 | khong ton tai gia tri m thoa man | m = pm 0 | m in text r | dap an khac...
D07,cho ham so y = x^0 + 0x + 0 left c right . lap phuong trinh tiep tuyen cua c biet tiep tuyen hop voi chieu duong cua ox mot goc 0^o answers: y = x + 0 | y = + x + 0 | y = + x + 0 | y = x + 0,answers: y = x + 0 | y = + x + 0 | y = + x + 0 | y = x + 0
H04,cho tu dien abcd. diem m thuoc doan bc. mat phang left alpha right qua m song song voi ab va cd. thiet dien cua left alpha right voi tu dien abcd la: answers: hinh thang | hinh binh hanh | hinh tam giac | hinh ngu giac,answers: hinh thang | hinh binh hanh | hinh tam giac | hinh ngu giac
D07,"cho ham so y = frac x + 0 x + 0 c . tim cap diem thuoc c sao cho chung doi xung nhau qua duong thang d 0x + y + 0 = 0 answers: a left + 0;0 right ,b left 0; + 0 right | a left 0; + 0 right ,b left 0,0 right | a left + 0;0 right ,b left 0,0 right | a left 0; frac + 0 0 right ,b left 0;0 right | dap an khac...","answers: a left + 0;0 right ,b left 0; + 0 right | a left 0; + 0 right ,b left 0,0 right | a left + 0;0 right ,b left 0,0 right | a left 0; frac + 0 0 right ,b left 0;0 right | dap an khac..."
H03,"cho tu dien abcd. goi m, , text n lan luot la trung diem cua ab, , ,ac; , ,e la diem tren canh cd voi ed = 0ec. thiet dien tao boi mat phang left mne right va tu dien abcd la: answers: tam giac mne. | tu giac mnef voi f la diem bat ki tren canh bd. | hinh binh hanh mnef voi f la diem tren canh bd ma ef parallel bc. | hinh thang mnef voi f la diem tren canh bd ma ef parallel bc.",answers: tam giac mne. | tu giac mnef voi f la diem bat ki tren canh bd. | hinh binh hanh mnef voi f la diem tren canh bd ma ef parallel bc. | hinh thang mnef voi f la diem tren canh bd ma ef parallel bc.
H05,cho hinh chop s.abcd co sa bot abcd . day abcd la hinh vuong. khoang cach tu ab den sc bang frac a sqrt 0 . goc giua mat phang sac va mat phang sdc bang 0^ circ .tinh the tich hinh chop s.abcd answers: frac a^0 0 | frac a^0 0 | a^0 | 0 a^0,answers: frac a^0 0 | frac a^0 0 | a^0 | 0 a^0
D02,"0 lop co 0 nam va 0 nu. hoi co bao nhieu cach chia lop thanh 0 nhom 0 nhom 0 nguoi, 0 nhom 0 nguoi va 0 nhom 0 nguoi answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D07,"cho ham so y = frac x + 0 x + 0 . tiep diem cua phuong trinh tiep tuyen la m left x_0 ; y_0 right , biet tiep tuyen cach diem i left 0;0 right mot khoang lon nhat. tong cac gia tri y_0 answers:0 | 0 | sqrt 0 | 0 + 0 sqrt 0",answers:0 | 0 | sqrt 0 | 0 + 0 sqrt 0
H05,"cho hinh chop s.abcd co day la hinh vuong canh bang 0, mat ben sab la tam giac deu va nam trong mat phang vuong goc voi day. goi m, n, p lan luot la trung diem cua cac can sd, cd, bc. dat v_ s.abpn = x, , , , v_ cmnp = y . bat dang thuc nao sau day dung: answers: x^0 + 0xy + y^0 > 0 | x^0 + 0xy + 0 y^0 < 0 | x^0 + xy + y^0 < 0 | x^0 + xy + y^0 > 0",answers: x^0 + 0xy + y^0 > 0 | x^0 + 0xy + 0 y^0 < 0 | x^0 + xy + y^0 < 0 | x^0 + xy + y^0 > 0
D07,"cho ham so y = x^0 + 0 x^0 + mx + 0 left c right . goi a,b la 0 diem cuc tri cua do thi ham so. tim m de 0 diem a, b, c 0;0 thang hang answers: m = + 0 | m = + frac 0 0 | khong ton tai m | m = frac + 0 0",answers: m = + 0 | m = + frac 0 0 | khong ton tai m | m = frac + 0 0
D01,"trong ba ham so: left i right :y = operatorname s text inx left ii right :y = frac 0 operatorname s text inx left iii right :y = sqrt operatorname s text inx ham so xac dinh voi moi gia tri cua x la: answers:i | iii | ii | i , ii","answers:i | iii | ii | i , ii"
D04,"cho hai so x , y biet ba so left y + x right , left x + y + 0 right , left 0y + x + 0 right lap thanh mot cap so cong va left y + x right , left 0y + x right , left 0y + 0 right tuong ung lap thanh mot cap so nhan. tinh s = x^0 + y^0 . answers: s = 0 hoac s = frac 0 0 | s = 0 hoac s = frac 0 0 | s = 0 hoac s = frac 0 0 | s = 0 hoac s = frac 0 0",answers: s = 0 hoac s = frac 0 0 | s = 0 hoac s = frac 0 0 | s = 0 hoac s = frac 0 0 | s = 0 hoac s = frac 0 0
D02,"an muon qua nha binh de cung binh den choi nha cuong. tu nha an den nha binh co 0 con duong di, tu nha binh toi nha cuong co 0 con duong di. hoi an co bao nhieu cach chon duong di den nha cuong? answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
H07,"trong khong gian voi he toa do oxyz , duong thang d di qua diem a 0;0;0 va vuong goc voi mat phang left p right :0x + 0z + z + 0 = 0 co phuong trinh la answers: frac x + 0 0 = frac y + 0 0 = frac z + 0 0 | frac x + 0 0 = frac y + 0 0 = frac z + 0 0 | frac x + 0 0 = frac y + 0 0 = frac z + 0 0 | frac x + 0 0 = frac y + 0 0 = frac z + 0 0",answers: frac x + 0 0 = frac y + 0 0 = frac z + 0 0 | frac x + 0 0 = frac y + 0 0 = frac z + 0 0 | frac x + 0 0 = frac y + 0 0 = frac z + 0 0 | frac x + 0 0 = frac y + 0 0 = frac z + 0 0
D09,cho ham so f left x right thoa int limits_0^0 left 0f left x right + 0g left x right right text d x = + 0 va int limits_0^0 left 0f left x right + g left x right right text d x = + 0 . tinh tich phan i = int limits_0^0 f left x right text d x . answers: i = + 0. | i = + 0. | i = + frac 0 0 . | i = frac 0 0 .,answers: i = + 0. | i = + 0. | i = + frac 0 0 . | i = frac 0 0 .
D04,"cho hai so x , y biet ba so left x + y right , left 0x + 0y right , left x + 0y right lap thanh mot cap so cong va left x + y right , left 0 + 0y right , left 0x + 0y right tuong ung lap thanh mot cap so nhan. tinh s = frac x.y x + y . answers: s = frac 0 0 hoac s = frac + 0 0 | s = frac 0 0 hoac s = frac + 0 0 | s = frac 0 0 hoac s = frac + 0 0 | s = 0 hoac s = frac + 0 0",answers: s = frac 0 0 hoac s = frac + 0 0 | s = frac 0 0 hoac s = frac + 0 0 | s = frac 0 0 hoac s = frac + 0 0 | s = 0 hoac s = frac + 0 0
D03,gia su n la so nguyen duong va left 0 + x right ^n = a_0 + a_0 x + a_0 x^0 + ... + a_k x^k + ... + a_n x^n . biet rang ton tai so k nguyen left 0 leqslant k leqslant n + 0 right sao cho frac a_ k + 0 0 = frac a_k 0 = frac a_ k + 0 0 . hay tinh n answers:n=0 | n=0 | n=0 | n=0,answers:n=0 | n=0 | n=0 | n=0
H07,"cho duong thang d: frac x + 0 0 = frac y + 0 0 = frac z + 0 0 va mat phang left p right ax + y + 0z + 0 = 0 . biet goc giua d va p bang 0^ circ , tinh tong cac gia tri cua a tim duoc thoa man yeu cau bai toan answers:0 | +0 | 0 | khong ton tai a",answers:0 | +0 | 0 | khong ton tai a
D02,"0 hop dung 0 vien bi xanh,0 vien bi do va 0 vien bi vang cac vien bi la khac nhau .lay ngau nhien 0 vien bi trong 0 vien bi.tinh xac suat de 0 vien bi lay duoc khac mau. answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0",answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
D05,"neu ham so f left x right = left begin array * 0 c x^0 + ax + b , , , , , , ,x < 0 x + 0 , , , , , , ,0 leqslant x leqslant 0 ax + b + 0 , , , , , , ,x > 0 end array right. lien tuc tren r thi a + b bang answers: + 0 | + 0 | 0 | 0",answers: + 0 | + 0 | 0 | 0
H03,cho duong tron c co tam o va duong kinh ab. goi delta la tiep tuyen cua c tai diem a. phep tinh tien t_ overrightarrow ab bien delta thanh: answers: duong kinh cua c song song voi delta . | tiep tuyen cua c tai diem b. | tiep tuyen cua c song song voi ab. | ca 0 duong tren deu khong phai.,answers: duong kinh cua c song song voi delta . | tiep tuyen cua c tai diem b. | tiep tuyen cua c song song voi ab. | ca 0 duong tren deu khong phai.
D01,"nhung khang dinh nao sau day la khang dinh dung? left i right : operatorname s text inx = cos left frac pi 0 + x right left ii right : + operatorname s text inx = sin left + x right left iii right : cos left + x right = cos left pi + x right left iv right : left tan x + cot x right ^0 + 0 = tan ^0 x + cot ^0 x left v right : sin x. cos x = frac sin x + cos x ^0 + 0 0 answers: left i right , left ii right , left iii right | left i right , left ii right , left v right | left iii right , left iv right , left v right | left ii right , left iii right , left iv right","answers: left i right , left ii right , left iii right | left i right , left ii right , left v right | left iii right , left iv right , left v right | left ii right , left iii right , left iv right"
D10,"cho 0 so phuc z_ 0, z_ 0, z_0 doi mot khac nhau va khac 0 co cac diem bieu dien la a, b, c thoa man left| z_0 right| = left| z_0 right| = left| z_0 right| = 0 va left| z_0 + z_0 right| = 0 . so do goc a cua tam giac abc la answers: 0^ circ | 0^ circ | 0^ circ | 0^ circ",answers: 0^ circ | 0^ circ | 0^ circ | 0^ circ
H08,cho duong thang left d right : frac x 0 = frac y + 0 0 = frac 0 + z 0 va mat cau left s right : x^0 + y^0 + z^0 + 0x + 0y + 0z + 0 = 0 . so sanh vi tri giua duong thang d va mat cau s . answers: tiep xuc | cat nhau tai 0 diem | kha'ng giao nhau | khong co dap an,answers: tiep xuc | cat nhau tai 0 diem | kha'ng giao nhau | khong co dap an
D07,"tim m de ham so y = x^0 + 0 x^0 + left m + 0 right x + m + 0 co cuc dai,cuc tieu. tim m de duong thang di qua 0 diem cuc tri vuong goc voi phuong trinh duong thang left d right y = 0x + 0 answers: m = 0 | khong thoa man dieu kien | m = + 0 | m = pm 0",answers: m = 0 | khong thoa man dieu kien | m = + 0 | m = pm 0
D07,so cuc tri cua ham so y = frac 0 x^0 + 0x + 0 0x + 0 answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D09,nguyen ham cua ham so f left x right = cos 0x. co dang a sin 0x + c . tim a? answers:0 | 0 | frac 0 0 | frac 0 0,answers:0 | 0 | frac 0 0 | frac 0 0
H01,"cho hinh chop s.abc .lay h, k lan luot nam tren ab,bc. lay e in sk .ak cat ch tai o, so cat ae tai i. khang dinh nao sau day dung? answers: i in left shk right | i in left she right | i in left sbe right | i in left shc right",answers: i in left shk right | i in left she right | i in left sbe right | i in left shc right
H07,"cho mot hinh tru co hai day la hai hinh tron left o;r right , left o';r right voi text o'o = r sqrt 0 va mot hinh non co dinh text o' va day la hinh tron left o;r right . ki hieu s_0 , s_0 lan luot la dien tich xung quanh cua hinh tru va hinh non. tinh k = frac s_0 s_0 . answers: k = frac 0 0 | k = frac 0 0 | k = sqrt 0 | k = sqrt 0",answers: k = frac 0 0 | k = frac 0 0 | k = sqrt 0 | k = sqrt 0
H06,"cho hinh chop s.abcd co day abcd la hinh vuong canh a , sa vuong goc voi day, sa = a sqrt 0 . khoang cach giua hai duong thang sb va cd la: answers: frac a sqrt 0 0 | frac a 0 | a sqrt 0 | a",answers: frac a sqrt 0 0 | frac a 0 | a sqrt 0 | a
H07,cho mat cau s left x + 0 right ^0 + left y + 0 right ^0 + left z + m right ^0 = 0 . tim m de mat cau s tiep xuc voi phang p 0x + 0y + 0 = 0 answers:m = 0 | m = pm 0 | khong co gia tri m thoa man | luon dung voi moi m in r | dap an khac...,answers:m = 0 | m = pm 0 | khong co gia tri m thoa man | luon dung voi moi m in r | dap an khac...
D05,"cho a,b la cac so thuc khac 0 . neu mathop lim limits_ x to 0 frac x^0 + ax + b x + 0 = 0 thi t = a + 0b bang bao nhieu? answers: t = + 0 | t = 0 | t = + 0 | t = 0",answers: t = + 0 | t = 0 | t = + 0 | t = 0
H03,"cho hinh chop s.abcd . day la hinh chu nhat. dc = 0a,ad = a,sd = a sqrt 0 .sa vuong goc voi ab va ad, m thuoc ad, dm = x . mat phang left p right di qua m va song song voi left sab right dung left p right ,tim thiet dien cua hinh chop cat boi left p right . tinh dien tich thiet dien. answers: s_ mnef = x left 0a + x right | s_ mnef = 0x left 0a + x right | s_ mnef = x left 0a + x right | s_ mnef = 0x left 0a + x right",answers: s_ mnef = x left 0a + x right | s_ mnef = 0x left 0a + x right | s_ mnef = x left 0a + x right | s_ mnef = 0x left 0a + x right
D08,"su tang truong cua mot loai vi khuan duoc tinh theo cong thuc f left x right = a e^ rx .trong do,a la so luong vi khuan ban dau, r la ty le tang truong r > 0,x tinh theo gio la thoi gian tang truong. biet so vi khuan ban dau co 0 con va sau 0 gio la 0 con. hoi sao bao lau thi so luong vi khuan tang gap 0 lan answers: 0 ln 0 gio | 0 ln 0 gio | 0 log _0 0 gio | 0 log _0 0 gio",answers: 0 ln 0 gio | 0 ln 0 gio | 0 log _0 0 gio | 0 log _0 0 gio
H07,"cho diem a 0;0; 0 , b 0; 0; 0 , c 0; +0; 0 , d +0; +0; 0 . lap phuong trinh mat phang p di qua trung diem 0 doan thang ab, ac, bd answers:0x + 0y + 0z + 0 = 0 | 0x + 0y + 0z + 0 = 0 | +0x + 0y + 0z + 0 = 0 | +0x + 0y + 0z + 0 = 0 | dap an khac...",answers:0x + 0y + 0z + 0 = 0 | 0x + 0y + 0z + 0 = 0 | +0x + 0y + 0z + 0 = 0 | +0x + 0y + 0z + 0 = 0 | dap an khac...
H05,cho s.abcd co sa bot left abcd right . day la hinh vuong canh a. khoang cach tu a den mat phang left sbd right bang frac a 0 . tinh the tich hinh chop s.abcd answers: frac a^0 0 sqrt 0 | frac a^0 0 | frac a^0 sqrt 0 | frac a^0 sqrt 0 0,answers: frac a^0 0 sqrt 0 | frac a^0 0 | frac a^0 sqrt 0 | frac a^0 sqrt 0 0
D02,"0 hop co chua 0 bi do khac nhau,0 bi trang khac nhau va 0 bi vang khac nhau.hoi co bao nhieu cach lay ra 0 vien bi ma khong du 0 mau. answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
H04,"cho tu dien abcd. m la diem tren doan ab va mb = 0ma . n la diem tren duong thang cd ma overrightarrow cn = k overrightarrow cd . neu overrightarrow mn , overrightarrow ad , overrightarrow bc dong phang thi gia tri cua k la: answers: k = frac 0 0 | k = frac 0 0 | k = frac 0 0 | k = frac 0 0",answers: k = frac 0 0 | k = frac 0 0 | k = frac 0 0 | k = frac 0 0
D05,tim so thuc a de lim left 0n + a + sqrt 0 0 n^0 + 0 right = 0 . answers:a=0 | a=0 | a=0 | a=0,answers:a=0 | a=0 | a=0 | a=0
D07,"cho ham so y = frac 0mx + 0 m + x m la tham so thoa man tren doan mathop max limits_ left 0;0 right y = frac + 0 0 .menh de nao duoi day dung? answers: m in left 0;0 right | m in left 0;0 right | m in left 0;0 right | m in left + 0;
+ 0 right","answers: m in left 0;0 right | m in left 0;0 right | m in left 0;0 right | m in left + 0;
+ 0 right"
D09,dau la ho nguyen ham cua int left left 0 + 0x right ^0 + cos left 0x + 0 right right d left 0x right answers: + frac left 0 + 0x right ^0 0 + frac 0 0 sin left 0x + 0 right + c | frac left 0 + 0x right ^0 0 + frac 0 0 sin left 0x + 0 right + c | + frac 0 0 left 0 + 0x right ^0 + frac 0 0 sin left 0x + 0 right + c | frac 0 0 left 0 + 0x right ^0 + frac 0 0 sin left 0x + 0 right + c,answers: + frac left 0 + 0x right ^0 0 + frac 0 0 sin left 0x + 0 right + c | frac left 0 + 0x right ^0 0 + frac 0 0 sin left 0x + 0 right + c | + frac 0 0 left 0 + 0x right ^0 + frac 0 0 sin left 0x + 0 right + c | frac 0 0 left 0 + 0x right ^0 + frac 0 0 sin left 0x + 0 right + c
H06,cho hinh chop s.abcd. day la hinh vuong canh a. mathbf sa bot left mathbf abcd right . goc giua ac va sbc bang mathbf 0 mathbf 0 ^ mathbf o .tinh the tich hinh chop s.abcd. answers: frac a^0 0 | frac a^0 0 | frac a^0 0 sqrt 0 | frac a^0 0 sqrt 0,answers: frac a^0 0 | frac a^0 0 | frac a^0 0 sqrt 0 | frac a^0 0 sqrt 0
D08,cho ham so f left x right = 0 x^0 + 0 x^0 + 0 . so nghiem cua phuong trinh f left f left x right right = 0 la ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D05,"cho mathop lim limits_ x to 0 frac sqrt 0x + 0 + 0 x^0 + 0x + 0 = frac 0 0 left 0 right , mathop lim limits_ x to 0 frac sqrt 0 + 0x + 0 + 0 + sqrt 0 0 + 0x x = 0 left 0 right . chon khang dinh dung? answers: left 0 right dung, left 0 right sai | left 0 right sai, left 0 right dung | left 0 right sai, left 0 right sai | left 0 right dung, left 0 right dung | dap an khac...","answers: left 0 right dung, left 0 right sai | left 0 right sai, left 0 right dung | left 0 right sai, left 0 right sai | left 0 right dung, left 0 right dung | dap an khac..."
H08,"trong khong gian oxyz , khoang cach giua hai mat phang left p right :x + 0y + 0z + 0 = 0 va left q right :x + 0y + 0z + 0 = 0 bang answers: frac 0 0 | 0 | 0 | frac 0 0",answers: frac 0 0 | 0 | 0 | frac 0 0
H06,"chi ro thong so so dinh,so canh, so mat cua khoi da dien deu sau: answers:0,0,0 | 0,0,0 | 0,0,0 | 0,0,0","answers:0,0,0 | 0,0,0 | 0,0,0 | 0,0,0"
D10,phan thuc cua so phuc z thoa man: left 0 + i right ^0 left 0 + i right z = 0 + i + left 0 + 0i right z la answers:0 | +0 | +0 | 0,answers:0 | +0 | +0 | 0
